repayment_history_score,community_support_score,neighbour_performance_index,loan_behavior_factor,climatic_index,rainfall_forecast_next_90d,past_crop_performance_index,farm_size_acres,yield_per_acre,farming_years,climate_risk_score,disabled,loan_class
0.5765261485187221,2.0276283161057207,0.0,0.533560426603139,1.89104855868191,2.0518097790375984,-0.042988480679936006,0.520664605327653,0.3974823975141171,1.0965786355536393,-0.30785790606843594,-0.4151300309007839,1
0.10957620374741599,-0.9115249167499914,0.0,1.3565321253773188,1.8760383695248397,1.7120068958601893,-0.7769198768230812,1.0565339086599954,0.20532889482746525,0.3668267496583348,-0.8436808074273076,-0.4151300309007839,1
0.47515562624366564,-0.7942239394163589,0.0,-0.5393512440351665,0.21577270092420164,-0.1228498971829478,-1.3846176225629636,0.3574239934226933,-0.6221976312453171,-1.1609720677497113,-0.629046409097766,-0.4151300309007839,1
-0.8814688229035428,0.8566424037224087,0.0,-0.9140593411714907,-1.1158933388166283,-0.23961691775937602,1.068091680151106,0.8529871025177728,1.5390078698439096,0.5442583302384668,1.7974465328370475,-0.4151300309007839,1
1.7588520604695554,-1.5259793069994478,0.0,1.5602953491077138,0.8012412774866784,0.756730826845443,1.3508048313223087,0.5883535011231018,1.4579941163651526,1.124059269485525,-0.3178258852916445,-0.4151300309007839,1
-1.2215481305829285,-0.5860334528206885,0.0,0.19722232118221095,1.2865319446917953,0.9315021344508658,1.4318738093418657,-0.34932883719962676,0.41889277106297107,0.5530133218967815,-0.9821122530597739,-0.4151300309007839,1
1.1312228371559208,0.6835476732145569,0.0,-1.2912639389864309,-0.9535663665342202,-0.13665622888195664,1.078716943901213,-0.9691752284027817,-0.4214477279664645,1.4268458490238316,1.649286678258491,-0.4151300309007839,0
-0.5559162310435702,-0.5876145652934226,0.0,-0.6416530500096418,0.08416259241318821,-0.18889721296443626,0.5377163681572084,-0.843317671452616,-0.4786068761397538,-1.5745299313942853,-0.4799221032381897,-0.4151300309007839,0
-0.17993538333800654,-0.1762121284422957,0.0,0.39316086920081,-0.5956924196612743,-1.2909458800700302,-0.5684359309787249,0.6542200769691814,0.11520094621946791,-1.1057120316492668,-0.9755283398244995,2.4088837847508073,1
1.128219327559706,0.8361463600481484,0.0,1.1524835227133743,1.196035057072137,1.7280115650243075,1.286563037165861,-0.349715008507873,0.3482611837515706,0.7641307761782204,0.5212202832797868,-0.4151300309007839,1
